MaMDID,Group,ANS,INA,IOB,MT,NAW,NBC,NO,PBD,PZT,ZS
506,EurAm,1,3,2,1,1,1,1,1,1,1
507,EurAm,2,5,2,1,2,1,0,1,1,0
508,EurAm,2,4,2,0,1,1,0,1,1,0
509,EurAm,2,3,2,2,1,1,0,0,1,0
510,EurAm,1,3,1,1,1,1,0,1,1,0
511,EurAm,1,3,1,1,1,1,1,0,1,0
512,EurAm,1,4,2,1,1,3,0,0,1,0
513,EurAm,1,3,2,1,2,1,0,0,1,0
514,EurAm,2,3,2,0,1,1,1,1,1,0
515,EurAm,1,4,2,1,2,4,0,0,1,1
516,EurAm,3,5,2,1,1,1,0,0,1,1
517,EurAm,2,4,2,1,2,1,1,0,1,0
518,EurAm,2,3,2,2,2,1,1,0,1,1
519,EurAm,1,3,2,1,1,0,0,0,1,0
520,EurAm,2,5,2,0,1,1,0,0,1,0
521,EurAm,2,4,2,1,1,2,1,0,1,0
522,EurAm,2,4,2,2,2,1,1,1,1,0
523,EurAm,2,3,1,0,1,1,0,1,1,0
524,EurAm,2,4,2,0,1,1,0,0,0,0
525,EurAm,2,4,1,1,1,1,0,0,0,1
526,EurAm,1,4,2,1,1,1,0,0,1,0
527,EurAm,1,4,2,1,1,0,1,0,1,0
528,EurAm,1,3,2,0,1,1,1,0,1,0
529,EurAm,1,4,2,1,2,3,0,0,1,1
530,EurAm,3,5,1,1,1,3,1,0,2,1
531,EurAm,3,5,2,2,2,3,0,1,2,2
532,EurAm,3,4,2,1,1,1,0,0,1,0
533,EurAm,1,4,1,1,2,1,0,1,3,0
534,EurAm,3,5,1,1,1,4,0,0,1,1
535,EurAm,3,4,1,3,3,1,0,0,1,2
536,EurAm,2,4,2,2,1,3,0,0,2,2
537,EurAm,3,3,2,1,2,1,1,0,1,1
538,EurAm,2,4,2,0,2,3,1,0,1,1
539,EurAm,2,4,3,3,3,1,0,1,2,2
540,EurAm,1,4,3,0,3,1,1,0,1,0
541,EurAm,3,5,3,1,2,3,1,0,2,2
542,EurAm,3,4,1,1,1,2,0,0,1,1
543,EurAm,2,4,2,2,1,1,1,0,1,1
544,EurAm,3,5,1,2,1,1,1,0,2,2
545,EurAm,3,3,2,1,1,4,0,0,1,2
546,EurAm,3,3,1,1,1,1,0,0,1,1
547,EurAm,2,3,2,1,1,3,0,0,1,0
548,EurAm,3,3,2,2,1,1,0,0,1,1
549,EurAm,2,4,1,2,1,4,1,0,2,2
550,EurAm,2,4,3,1,2,3,1,1,2,1
551,EurAm,2,3,2,2,2,3,1,0,2,0
552,EurAm,3,4,3,3,2,3,1,1,3,2
553,EurAm,2,4,2,1,2,4,0,1,1,1
554,EurAm,2,5,3,0,3,3,0,1,1,2
555,EurAm,2,3,2,1,2,1,0,0,1,1
556,EurAm,1,3,2,0,2,3,0,0,1,0
557,EurAm,2,4,2,1,2,1,1,1,1,1
558,EurAm,2,4,2,1,1,2,1,0,2,2
559,EurAm,2,3,2,1,1,1,1,0,1,0
560,EurAm,2,4,2,1,2,3,0,1,1,1
561,EurAm,2,4,2,1,3,1,1,1,1,1
562,EurAm,2,4,2,1,1,1,1,0,1,1
563,EurAm,2,2,1,0,1,1,0,0,1,0
564,EurAm,2,3,1,1,1,3,0,0,1,0
565,EurAm,2,5,2,1,1,3,1,0,2,1
566,EurAm,1,3,2,1,1,1,0,0,1,0
567,EurAm,2,4,2,1,1,1,0,0,1,0
568,EurAm,1,3,1,0,2,1,0,0,1,0
569,EurAm,1,3,1,0,2,1,0,0,0,0
570,EurAm,2,4,2,1,2,3,0,0,2,1
571,EurAm,2,4,1,1,1,4,0,0,2,1
572,EurAm,2,3,2,1,2,1,0,0,1,0
573,EurAm,3,5,2,2,1,1,1,0,1,0
574,EurAm,2,4,2,2,2,4,1,0,2,2
575,EurAm,3,4,1,0,2,3,0,1,2,0
576,EurAm,3,3,2,0,2,1,1,0,1,0
577,EurAm,2,3,2,0,2,4,1,0,1,1
578,EurAm,2,3,2,1,2,2,1,0,1,0
579,EurAm,2,2,2,0,2,1,1,1,1,1
580,EurAm,2,3,2,1,1,1,0,1,1,0
581,EurAm,3,4,1,0,1,4,1,1,1,2
582,EurAm,2,4,2,1,3,3,0,0,1,0
583,EurAm,2,4,2,1,2,1,0,0,1,1
584,EurAm,2,3,2,1,1,1,1,0,1,1
585,EurAm,2,3,2,0,1,1,0,1,1,0
586,EurAm,3,3,2,1,1,3,0,1,1,0
587,EurAm,2,3,2,2,1,4,0,1,1,0
588,EurAm,3,3,2,1,1,4,0,1,2,1
589,EurAm,2,4,1,2,1,1,0,0,1,0
590,EurAm,2,4,1,1,3,4,1,1,1,1
591,EurAm,3,3,2,1,1,1,1,0,1,0
592,EurAm,2,3,2,1,1,2,1,0,1,1
593,EurAm,3,5,1,2,1,3,0,0,1,1
594,EurAm,2,3,2,1,2,1,1,0,1,0
595,EurAm,2,3,2,2,1,3,0,0,1,0
596,EurAm,2,2,1,1,1,3,1,1,1,1
597,EurAm,2,3,1,1,1,4,1,1,1,0
598,EurAm,1,3,1,0,1,3,0,0,1,0
599,EurAm,2,4,2,2,2,1,0,1,1,1
600,EurAm,2,3,2,2,1,1,1,1,2,0
601,EurAm,2,2,2,1,2,3,0,0,1,1
602,EurAm,3,4,2,1,1,0,1,0,1,1
603,EurAm,3,5,2,0,1,1,1,1,1,0
604,EurAm,2,3,2,0,1,1,1,0,1,1
605,EurAm,3,3,2,0,2,1,0,0,1,0
606,EurAm,2,2,1,1,1,3,0,1,1,2
607,EurAm,2,4,1,1,2,4,1,0,1,1
608,EurAm,3,4,2,1,1,3,1,1,1,0
609,EurAm,2,4,2,1,1,3,0,1,2,2
610,EurAm,3,5,2,0,2,3,0,1,1,2
611,EurAm,2,2,1,1,2,4,1,0,3,2
612,EurAm,2,4,1,2,2,4,1,0,2,2
613,EurAm,3,3,1,1,1,3,1,1,1,1
614,EurAm,3,4,2,2,2,3,1,1,1,0
615,EurAm,2,5,1,2,2,3,1,0,2,2
616,EurAm,2,3,1,2,2,3,0,1,2,2
617,EurAm,3,4,2,1,2,3,0,0,1,2
618,EurAm,3,5,1,2,1,4,0,0,2,2
619,EurAm,2,5,2,0,1,1,1,0,1,0
620,EurAm,2,3,1,0,1,3,1,0,1,0
621,EurAm,1,4,1,1,2,3,0,1,1,0
622,EurAm,2,4,1,1,1,1,0,0,1,0
623,EurAm,2,3,1,1,1,1,1,0,1,1
624,EurAm,2,3,2,1,2,1,0,0,1,1
625,EurAm,2,3,2,2,2,0,0,1,1,2
626,EurAm,2,4,2,1,2,3,0,0,1,1
627,EurAm,3,4,2,1,1,1,0,0,1,0
628,EurAm,2,3,1,1,1,1,1,0,1,1
629,EurAm,2,5,2,1,1,3,1,0,1,0
630,EurAm,2,3,1,0,2,2,1,1,2,1
631,EurAm,2,3,2,1,3,1,0,1,1,1
632,EurAm,3,3,2,0,1,3,1,0,1,1
633,EurAm,2,3,2,1,2,2,0,0,1,1
634,EurAm,3,4,1,2,2,3,0,0,2,0
635,EurAm,2,3,1,2,1,1,1,1,1,1
636,EurAm,1,4,2,1,1,3,0,1,0,1
637,EurAm,2,3,1,1,1,3,1,1,1,1
638,EurAm,3,4,2,1,1,1,0,0,1,1
639,EurAm,2,3,2,1,2,3,0,0,0,0
640,EurAm,2,3,2,1,2,1,0,0,1,0
641,EurAm,2,4,2,1,2,1,0,0,3,1
642,EurAm,1,3,1,1,1,3,1,0,1,0
643,EurAm,1,3,2,1,2,1,1,0,1,1
644,EurAm,2,4,2,2,2,3,0,0,2,2
645,EurAm,2,3,2,0,1,4,0,0,1,0
646,EurAm,2,4,2,0,1,1,1,0,1,2
647,EurAm,1,2,2,2,1,2,1,0,1,1
648,EurAm,2,4,2,1,2,3,1,1,1,0
649,EurAm,2,4,2,0,2,1,1,0,2,0
650,EurAm,1,2,2,1,2,1,0,0,1,1
651,EurAm,3,3,2,1,1,3,0,1,1,1
652,EurAm,1,3,1,1,1,3,1,0,1,1
653,EurAm,2,4,2,1,2,1,1,1,1,0
654,EurAm,3,3,2,1,2,1,1,1,1,0
655,EurAm,1,3,2,2,1,1,0,1,1,1
656,EurAm,2,4,2,0,2,3,0,0,2,1
657,EurAm,2,3,2,0,2,1,1,0,2,0
658,EurAm,2,3,2,1,1,1,1,1,1,1
659,EurAm,2,3,2,2,1,1,1,0,1,0
660,EurAm,2,3,2,2,2,1,0,0,1,0
661,EurAm,2,3,2,1,1,1,1,0,2,1
662,EurAm,2,3,2,1,1,1,1,0,1,0
663,EurAm,2,3,2,1,2,3,0,1,1,2
664,EurAm,2,4,1,1,1,2,0,1,1,1
665,EurAm,2,4,2,0,2,1,1,0,1,1
666,EurAm,2,1,2,1,2,1,0,0,1,0
667,EurAm,2,3,2,2,1,2,1,0,1,1
668,EurAm,3,3,1,1,1,1,0,0,1,1
669,EurAm,3,4,2,1,2,1,0,1,1,0
670,EurAm,3,3,2,1,1,1,0,0,1,0
671,EurAm,1,3,1,2,1,1,1,0,1,0
672,EurAm,1,2,2,1,1,0,1,1,1,0
673,EurAm,1,3,1,1,1,4,0,1,1,1
674,EurAm,3,5,2,1,2,3,1,1,1,0
675,EurAm,3,4,1,1,1,1,0,1,1,1
676,EurAm,3,5,2,0,2,1,1,0,3,1
677,EurAm,2,5,2,0,2,4,0,0,1,0
678,EurAm,3,4,1,2,1,3,0,1,2,1
679,EurAm,1,3,1,1,1,1,0,1,1,1
680,EurAm,1,4,2,1,1,3,0,1,1,1
681,EurAm,2,3,2,0,2,2,1,0,1,0
682,EurAm,2,3,2,0,1,1,1,1,2,1
683,EurAm,3,4,1,3,1,4,0,1,3,1
684,EurAm,2,4,1,1,2,4,0,1,1,0
685,EurAm,2,4,1,1,2,3,0,1,1,2
686,EurAm,2,4,2,2,3,4,1,0,1,2
687,EurAm,2,2,2,2,3,4,0,1,1,2
688,EurAm,1,3,1,1,3,3,0,1,2,2
689,EurAm,3,5,1,1,1,1,0,0,0,0
690,EurAm,1,3,2,1,1,2,0,1,1,0
691,EurAm,1,3,1,1,1,1,1,0,0,1
692,EurAm,2,3,2,1,1,1,1,1,2,1
693,EurAm,3,5,2,2,2,4,1,0,1,0
694,EurAm,2,3,1,1,1,3,0,0,1,0
695,EurAm,2,3,1,0,1,3,1,1,1,0
696,EurAm,3,3,1,2,1,1,1,0,1,0
697,EurAm,1,3,2,1,1,2,1,0,1,0
698,EurAm,1,3,2,1,1,1,1,0,1,1
699,EurAm,2,4,2,1,1,1,0,1,2,0
700,EurAm,2,4,2,2,1,1,1,0,2,1
701,EurAm,1,2,2,1,1,0,0,1,1,1
702,EurAm,1,3,2,2,1,1,0,0,1,0
703,EurAm,2,4,2,1,1,0,0,0,1,1
704,EurAm,2,3,1,1,2,3,0,0,3,2
705,EurAm,2,3,2,1,2,1,0,0,1,0
706,EurAm,1,3,2,0,1,1,1,0,1,1
707,EurAm,2,3,1,2,1,1,0,0,0,1
708,EurAm,2,3,3,1,1,3,1,0,1,1
709,EurAm,2,3,1,0,1,1,0,0,1,1
710,EurAm,1,2,1,1,1,0,0,1,1,1
711,EurAm,3,5,2,1,2,1,0,0,1,1
712,EurAm,1,3,2,0,1,1,0,0,1,1
713,EurAm,3,3,2,0,1,1,0,1,1,0
714,EurAm,3,3,2,1,2,3,0,1,1,1
715,EurAm,2,4,2,1,2,1,0,0,1,1
716,EurAm,2,3,2,2,1,0,0,0,1,1
717,EurAm,3,4,2,1,1,1,1,0,1,0
718,EurAm,1,4,2,1,1,1,1,1,1,0
719,EurAm,1,4,1,0,2,1,1,1,1,0
720,EurAm,1,5,2,2,1,0,0,0,1,1
721,EurAm,2,3,2,1,1,1,0,1,1,1
722,EurAm,2,4,2,1,1,1,1,0,0,0
723,EurAm,1,4,1,0,1,4,0,0,1,0
724,EurAm,2,3,2,0,2,1,0,0,1,1
725,EurAm,3,3,2,2,2,1,0,1,1,1
726,EurAm,2,5,2,2,1,2,1,0,1,1
727,EurAm,2,3,1,1,1,1,0,0,2,1
728,EurAm,3,3,2,3,2,1,1,0,2,0
729,EurAm,3,4,2,1,1,1,1,0,1,1
730,EurAm,1,4,2,1,1,4,0,0,1,0
731,EurAm,3,5,1,1,1,0,0,0,1,0
732,EurAm,2,3,2,1,2,1,0,0,1,1
733,EurAm,2,3,1,2,1,0,1,1,1,0
734,EurAm,2,3,2,1,1,1,1,1,1,2
735,EurAm,1,3,1,1,1,3,1,0,1,0
736,EurAm,3,4,2,1,1,1,0,0,1,0
737,EurAm,1,3,1,1,1,1,0,1,1,0
738,EurAm,2,5,2,1,1,1,0,0,1,0
739,EurAm,2,3,3,1,2,1,0,0,1,1
740,EurAm,1,3,3,2,1,1,0,1,1,1
741,EurAm,1,3,2,1,1,0,0,0,1,1
742,EurAm,3,4,2,1,1,1,0,0,1,0
743,EurAm,2,3,2,1,2,1,0,0,0,0
744,EurAm,1,4,1,2,1,1,0,1,1,0
745,EurAm,2,2,1,1,1,1,0,1,1,0
746,EurAm,2,4,2,1,2,1,1,1,1,0
747,EurAm,1,4,2,0,1,1,1,0,1,0
748,EurAm,2,4,2,1,2,3,0,0,2,0
749,EurAm,3,4,2,1,2,1,1,1,1,0
750,EurAm,1,3,2,1,2,0,0,1,1,0
751,EurAm,3,3,2,1,1,2,1,0,1,1
752,EurAm,2,3,2,1,2,0,1,0,1,0
753,EurAm,3,3,1,1,1,1,1,0,1,1
754,EurAm,3,4,2,1,1,0,1,0,1,0
755,EurAm,3,4,2,0,1,1,1,1,2,1
756,EurAm,2,3,2,1,2,2,1,0,1,1
757,EurAm,3,4,2,1,1,2,1,0,1,1
758,EurAm,2,4,2,2,1,3,0,0,2,1
759,EurAm,3,4,2,1,2,0,1,0,1,1
760,EurAm,1,3,2,1,1,3,1,0,0,1
761,EurAm,1,3,2,1,1,3,0,1,1,1
762,EurAm,1,3,2,2,1,0,1,1,1,1
763,EurAm,1,4,2,0,1,2,1,0,1,0
764,EurAm,2,3,2,1,1,2,1,1,3,0
765,EurAm,2,2,3,2,2,4,0,0,2,0
766,EurAm,1,4,1,0,1,3,1,1,1,0
767,EurAm,3,5,1,2,1,3,0,0,1,2
768,EurAm,3,3,2,1,1,3,1,0,1,0
769,EurAm,1,5,1,2,1,4,1,0,1,0
770,EurAm,1,3,1,0,3,3,1,0,1,0
771,EurAm,3,3,2,0,1,1,1,0,1,1
772,EurAm,3,3,2,2,1,2,0,0,1,0
773,EurAm,2,3,1,2,1,1,0,0,1,1
774,EurAm,2,4,1,2,2,4,1,0,2,1
775,EurAm,2,4,2,2,2,3,0,1,2,2
776,EurAm,3,3,3,1,2,3,1,1,2,1
777,EurAm,3,3,3,1,1,3,0,0,3,2
778,EurAm,2,4,2,1,2,4,1,0,3,2
779,EurAm,1,4,1,0,1,1,0,0,1,1
780,EurAm,2,3,1,0,1,4,0,0,1,0
781,EurAm,2,5,2,0,1,4,1,0,3,2
782,EurAm,1,4,2,3,1,1,0,0,2,1
783,EurAm,2,4,2,0,2,4,0,0,1,1
784,EurAm,1,3,2,1,2,2,0,0,2,1
785,EurAm,2,3,2,1,1,1,0,0,0,0
786,EurAm,2,4,2,1,2,4,1,0,2,1
787,EurAm,1,3,2,1,1,0,0,0,1,1
788,EurAm,2,3,2,1,1,3,0,0,1,1
789,EurAm,1,4,2,1,1,1,0,0,1,1
790,EurAm,1,5,2,0,1,1,0,0,3,1
791,EurAm,2,3,2,3,1,1,1,0,1,1
792,EurAm,3,3,1,2,1,1,0,1,2,1
793,EurAm,2,4,1,2,1,1,0,0,1,0
794,EurAm,2,4,1,2,1,2,1,0,1,0
795,EurAm,1,3,2,0,2,1,1,0,1,0
796,EurAm,3,5,1,1,1,1,0,0,1,0
797,EurAm,1,3,2,1,1,1,1,0,0,0
798,EurAm,1,4,1,1,1,1,0,0,0,0
799,EurAm,1,3,2,2,1,1,0,0,1,1
800,EurAm,2,3,1,1,1,1,1,0,1,0
801,EurAm,2,4,2,1,1,1,1,0,1,0
802,EurAm,2,4,1,1,1,4,1,0,0,1
803,EurAm,3,5,2,0,1,1,0,0,1,1
804,EurAm,1,3,2,1,1,1,1,1,1,0
805,EurAm,1,3,2,2,1,1,1,0,1,1
806,EurAm,2,3,1,2,1,1,1,1,1,0
807,EurAm,3,4,2,1,1,1,0,0,2,0
808,EurAm,3,4,2,2,2,1,0,0,1,1
809,EurAm,2,4,1,1,1,3,1,1,1,1
810,EurAm,1,4,2,0,1,0,0,0,1,0
811,EurAm,2,4,2,1,2,3,1,0,2,0
812,EurAm,2,3,2,1,2,1,1,0,1,0
813,EurAm,2,4,1,0,1,4,1,0,2,0
814,EurAm,2,3,1,0,2,1,1,1,2,0
815,EurAm,2,3,2,1,1,1,0,0,1,1
816,EurAm,3,3,2,0,2,3,1,0,1,1
817,EurAm,3,4,2,1,1,3,1,0,1,1
818,EurAm,3,3,1,1,1,3,1,0,1,0
819,EurAm,1,3,1,1,1,3,0,0,2,0
820,EurAm,2,3,2,2,2,4,0,1,1,1
821,EurAm,3,3,2,1,1,1,0,0,1,0
822,EurAm,3,5,2,3,1,1,1,0,1,0
823,EurAm,1,3,2,1,1,3,1,1,1,0
824,EurAm,2,5,2,1,1,1,0,0,1,1
825,EurAm,2,3,2,0,1,3,1,1,1,0
826,EurAm,2,4,1,0,1,3,1,0,1,1
827,EurAm,2,3,2,2,1,3,0,0,1,0
828,EurAm,3,4,2,0,1,1,0,1,2,1
829,EurAm,2,4,2,2,2,3,0,0,1,0
830,EurAm,2,3,2,2,1,1,0,0,2,0
831,EurAm,3,4,2,2,1,1,0,0,1,1
832,EurAm,2,4,2,1,1,1,0,0,1,0
833,EurAm,2,3,2,1,1,2,0,0,1,1
834,EurAm,3,3,2,2,1,1,0,0,1,0
835,EurAm,3,5,2,1,1,2,1,0,1,0
836,EurAm,3,5,2,1,1,3,0,1,1,1
837,EurAm,3,5,2,1,2,0,0,1,1,0
838,EurAm,1,5,2,1,1,0,1,0,1,1
839,EurAm,1,3,2,1,1,4,0,0,1,0
840,EurAm,2,3,2,1,1,1,1,1,1,1
841,EurAm,1,3,1,1,1,4,1,0,1,1
842,EurAm,2,3,2,1,1,1,0,0,1,0
843,EurAm,1,3,2,1,2,1,0,0,2,0
844,EurAm,2,3,2,1,1,3,1,0,1,0
845,EurAm,1,2,1,3,2,4,0,0,2,2
846,EurAm,3,2,2,1,1,2,0,0,1,1
847,EurAm,3,3,2,1,1,4,1,0,2,1
848,EurAm,3,3,2,2,2,3,0,0,2,2
849,EurAm,1,3,2,1,1,3,0,0,0,0
850,EurAm,1,3,2,2,1,4,0,0,1,1
851,EurAm,1,3,2,3,1,4,1,0,1,2
852,EurAm,3,3,3,2,3,0,0,0,1,2
853,EurAm,3,3,2,1,2,3,1,1,2,2
854,EurAm,2,2,2,1,1,4,1,0,1,2
855,EurAm,2,3,2,3,1,2,0,0,2,0
856,EurAm,3,3,2,1,1,1,1,0,2,2
857,EurAm,1,3,2,1,2,3,1,0,2,0
858,EurAm,1,3,3,1,3,3,1,0,3,2
859,EurAm,3,4,2,1,1,0,0,0,3,2
860,EurAm,3,4,2,1,2,3,1,0,1,2
861,EurAm,1,3,2,2,1,3,0,1,1,0
862,EurAm,2,4,2,1,1,4,0,0,1,0
863,EurAm,1,3,2,1,2,4,1,0,1,1
864,EurAm,2,2,2,1,2,0,0,0,1,2
865,EurAm,2,2,1,2,2,4,1,0,3,2
866,EurAm,2,4,2,2,1,4,1,0,1,2
867,EurAm,3,4,2,2,1,3,1,0,1,0
868,EurAm,2,2,2,1,1,3,0,0,2,1
869,EurAm,2,3,2,1,1,4,1,0,2,1
870,EurAm,1,2,2,2,2,2,1,0,1,1
871,EurAm,2,3,2,1,1,3,1,0,1,1
872,EurAm,3,4,2,3,1,3,1,0,1,2
873,EurAm,1,3,1,2,1,1,1,0,2,1
874,EurAm,3,4,1,2,1,2,0,0,1,1
875,EurAm,2,4,2,3,1,4,0,0,1,1
876,EurAm,3,4,2,2,1,2,1,0,1,1
877,EurAm,3,3,1,1,2,3,0,0,1,2
878,EurAm,2,3,2,3,1,2,0,0,2,1
879,EurAm,1,2,2,1,3,4,0,0,2,2
880,EurAm,3,4,2,2,1,4,0,1,2,1
881,EurAm,2,4,1,2,2,3,1,0,3,1
882,EurAm,3,4,2,3,1,3,1,0,1,0
883,EurAm,3,3,1,2,1,4,1,0,2,1
884,EurAm,2,1,2,1,1,2,1,0,2,0
885,EurAm,2,4,1,1,1,4,0,0,1,2
886,EurAm,3,3,2,1,1,4,0,0,1,2
887,EurAm,3,3,2,3,1,4,0,1,2,1
888,EurAm,1,2,2,2,2,1,0,0,1,1
889,EurAm,1,4,1,1,2,4,0,0,2,2
890,EurAm,3,4,2,3,1,3,0,0,1,1
891,EurAm,1,1,1,3,2,2,0,1,2,2
892,EurAm,1,4,2,1,3,1,1,1,1,2
893,EurAm,2,3,1,2,1,3,1,0,1,0
894,EurAm,1,2,1,3,2,1,0,1,3,2
895,EurAm,1,3,3,1,3,1,1,0,1,1
896,EurAm,3,3,2,1,2,3,0,1,1,2
897,EurAm,2,1,2,1,3,2,0,0,2,1
898,EurAm,1,3,2,1,1,4,0,0,1,2
899,EurAm,3,4,2,1,1,4,0,0,2,1
900,EurAm,2,4,2,3,1,2,1,1,1,2
901,EurAm,2,4,2,3,1,3,0,0,2,2
902,EurAm,3,4,1,1,2,4,1,0,1,2
903,EurAm,2,3,1,2,1,1,1,0,2,2
904,EurAm,2,3,1,1,2,3,0,0,1,1
905,EurAm,2,3,2,1,1,3,0,0,2,1
906,EurAm,3,3,2,3,1,4,1,0,1,2
907,EurAm,3,3,2,1,1,4,0,0,2,2
908,EurAm,1,2,2,2,2,4,0,0,1,2
909,EurAm,3,4,1,1,2,4,1,1,1,0
910,EurAm,3,3,2,2,2,0,0,0,2,1
911,EurAm,3,4,2,1,1,3,0,0,1,1
912,EurAm,1,3,2,1,2,3,0,0,1,2
913,EurAm,3,2,1,1,2,3,0,0,1,1
914,EurAm,1,3,3,2,3,0,1,0,1,1
915,EurAm,2,4,1,3,2,3,1,0,2,2
916,EurAm,1,3,2,2,3,3,0,0,2,1
917,EurAm,2,3,2,2,2,4,1,0,2,2
918,EurAm,2,4,2,2,1,4,0,1,1,1
919,EurAm,2,3,1,1,2,1,0,1,1,2
920,EurAm,3,4,2,1,1,4,0,0,1,0
921,EurAm,2,3,2,3,2,2,0,0,1,2
922,EurAm,1,2,1,2,2,4,0,1,2,2
923,EurAm,3,4,2,1,1,4,1,0,1,2
924,EurAm,3,4,1,1,2,3,1,1,1,1
925,EurAm,1,4,2,3,3,3,1,0,1,1
926,EurAm,3,3,1,2,1,3,1,1,1,0
927,EurAm,3,2,1,1,1,2,0,0,2,2
928,EurAm,1,3,3,1,3,1,1,1,1,1
929,EurAm,3,3,2,1,1,4,0,1,1,1
930,EurAm,2,3,3,1,3,1,0,0,1,1
931,EurAm,3,3,2,1,1,3,0,0,1,2
932,EurAm,1,4,2,3,1,2,1,0,1,1
933,EurAm,3,3,1,1,2,1,1,0,1,1
934,EurAm,2,4,2,1,2,2,0,1,1,0
935,EurAm,3,4,2,3,1,2,1,0,1,2
936,EurAm,3,2,1,2,1,1,1,0,2,2
937,EurAm,3,4,2,1,2,2,0,0,1,1
938,EurAm,1,3,1,1,1,4,1,0,1,0
939,EurAm,1,3,2,1,1,4,1,1,2,1
940,EurAm,3,3,1,2,2,2,1,1,1,2
941,EurAm,2,4,2,1,2,1,1,0,1,2
942,EurAm,1,2,2,1,1,3,1,0,2,1
943,EurAm,2,2,1,3,1,2,1,1,1,0
944,EurAm,3,2,1,1,2,0,0,0,2,1
945,EurAm,1,3,2,1,1,1,0,0,3,1
946,EurAm,3,2,1,1,2,1,0,1,1,2
947,EurAm,2,4,1,2,1,1,1,0,1,1
948,EurAm,3,3,1,2,2,2,0,0,1,1
949,EurAm,3,3,1,2,2,4,0,1,1,2
950,EurAm,3,4,2,1,3,3,0,0,2,0
951,EurAm,1,4,1,1,2,4,0,0,2,1
952,EurAm,2,3,2,1,1,1,0,0,1,2
953,EurAm,1,4,1,3,1,2,0,0,1,2
954,EurAm,2,3,2,2,1,4,0,0,2,1
955,EurAm,1,4,2,1,1,4,0,0,2,2
956,EurAm,1,3,1,2,1,4,1,0,2,1
957,EurAm,2,2,1,1,2,3,1,0,2,2
958,EurAm,2,4,2,1,2,3,0,0,1,2
959,EurAm,1,3,1,1,1,3,1,0,1,0
960,EurAm,1,2,2,1,1,4,0,0,2,1
961,EurAm,2,3,2,2,1,2,0,0,1,2
962,EurAm,2,2,2,2,3,1,0,0,2,2
963,EurAm,3,3,2,3,1,4,0,0,1,1
964,EurAm,2,2,2,2,1,4,0,1,1,2
965,EurAm,2,3,2,1,1,4,1,1,2,2
966,EurAm,1,2,1,2,2,3,0,0,2,2
967,EurAm,1,4,2,3,2,1,1,0,2,2
968,EurAm,1,2,2,1,2,4,0,0,1,1
969,EurAm,1,2,2,1,1,4,0,1,1,1
970,EurAm,1,4,2,3,1,4,0,1,1,2
971,EurAm,2,4,2,1,1,4,0,0,1,2
972,EurAm,2,3,2,1,1,3,1,0,1,2
973,EurAm,1,3,2,2,1,2,1,0,2,1
974,EurAm,2,4,2,1,2,1,0,0,1,2
975,EurAm,2,3,2,1,1,3,0,0,1,2
976,EurAm,2,3,1,2,1,1,0,0,2,1
977,EurAm,3,3,1,1,1,1,0,0,1,1
978,EurAm,2,3,1,1,1,1,0,0,1,1
979,EurAm,1,3,2,2,1,4,1,1,1,0
980,EurAm,2,3,2,2,1,0,0,1,2,0
981,EurAm,2,3,1,1,2,1,0,1,2,1
982,EurAm,1,4,1,1,2,1,1,0,1,1
983,EurAm,2,1,1,1,2,1,0,0,1,2
984,EurAm,1,3,1,3,1,3,0,0,1,1
985,EurAm,1,2,1,2,2,1,1,0,1,0
986,EurAm,2,2,1,1,2,1,1,0,1,0
987,EurAm,1,2,1,1,2,1,1,0,1,2
988,EurAm,2,3,1,2,2,3,0,0,2,2
989,EurAm,1,3,1,2,2,1,0,1,1,1
990,EurAm,2,3,2,1,1,1,0,1,1,0
991,EurAm,2,3,2,1,1,1,1,0,1,1
992,EurAm,1,3,1,1,3,1,1,0,2,1
993,EurAm,1,3,2,1,2,1,0,1,1,0
994,EurAm,1,1,2,2,2,0,0,0,1,2
995,EurAm,2,3,2,1,2,4,1,1,2,1
996,EurAm,1,2,1,1,2,1,0,0,1,2
997,EurAm,2,3,2,2,1,1,0,0,2,2
998,EurAm,2,3,2,1,1,1,0,0,1,0
999,EurAm,2,2,2,1,1,1,0,0,2,0
1000,EurAm,2,3,1,1,2,1,0,0,3,0
1001,EurAm,1,3,1,1,2,1,1,0,3,0
1002,EurAm,2,3,2,1,2,1,0,1,1,0
1003,EurAm,1,3,1,1,2,3,1,0,1,0
1004,EurAm,2,3,1,1,2,1,0,0,1,1
1005,EurAm,2,3,2,1,1,3,0,0,1,1
1006,EurAm,1,3,2,2,2,1,0,0,1,1
1007,EurAm,2,3,1,1,1,3,0,0,1,0
1008,EurAm,1,3,1,1,2,1,1,0,1,2
1009,EurAm,2,3,2,1,1,1,0,0,1,0
1010,EurAm,2,2,2,1,2,1,1,0,2,0
1011,EurAm,2,2,2,1,1,1,1,0,2,1
1012,EurAm,1,3,1,1,1,1,0,0,2,0
1013,EurAm,2,3,1,1,2,4,0,1,1,0
1014,EurAm,2,3,1,1,2,1,0,1,1,0
1015,EurAm,1,3,1,2,1,3,1,0,2,1
1016,EurAm,1,3,1,2,2,1,1,0,1,1
1017,EurAm,1,3,1,1,2,4,1,1,1,2
1018,EurAm,2,3,2,2,1,1,1,0,1,1
1019,EurAm,2,3,1,1,1,1,0,0,1,0
1020,EurAm,2,3,2,1,1,1,1,0,2,0
1021,EurAm,1,3,1,1,1,1,0,1,1,1
