MaMDID,Group,ANS,INA,IOB,MT,NAW,NBC,NO,PBD,PZT,ZS
1988,Amerindian,1,2,2,0,2,4,0,0,1,1
1989,Amerindian,2,3,1,1,1,0,1,0,2,1
1990,Amerindian,3,3,2,2,2,4,0,0,3,0
1991,Amerindian,1,5,3,1,2,1,0,0,2,0
1992,Amerindian,2,4,2,1,2,1,0,0,1,0
1993,Amerindian,3,4,3,0,2,1,1,0,1,0
1994,Amerindian,3,3,3,0,2,1,0,0,3,1
1995,Amerindian,1,2,2,1,2,1,0,0,3,2
1996,Amerindian,1,1,2,0,2,3,1,0,1,1
1997,Amerindian,3,5,2,0,1,1,0,0,2,1
1998,Amerindian,2,2,3,1,2,3,1,0,3,1
1999,Amerindian,3,3,1,2,2,1,0,0,2,0
2000,Amerindian,2,3,2,1,2,1,0,1,1,2
2001,Amerindian,2,4,2,1,1,1,0,0,0,1
2002,Amerindian,2,3,2,1,2,0,1,1,0,2
2003,Amerindian,2,3,2,1,2,0,1,0,2,0
2004,Amerindian,2,3,1,1,3,1,1,0,2,0
2005,Amerindian,2,3,2,1,2,1,1,0,3,1
2006,Amerindian,2,4,2,1,2,1,0,0,1,1
2007,Amerindian,2,3,2,0,2,4,1,0,1,0
2008,Amerindian,1,3,2,1,3,1,1,0,2,1
2009,Amerindian,2,4,2,0,2,4,1,0,3,0
2010,Amerindian,2,4,2,1,3,1,1,0,2,0
2011,Amerindian,1,2,3,1,3,0,1,0,3,0
2012,Amerindian,1,2,2,1,2,4,1,0,1,0
2013,Amerindian,3,4,2,2,2,0,1,0,0,0
2014,Amerindian,2,3,1,1,1,3,1,0,2,1
2015,Amerindian,2,4,1,1,2,1,1,0,1,0
2016,Amerindian,3,2,2,1,2,3,1,0,0,1
2017,Amerindian,3,4,2,1,2,1,1,0,1,0
2018,Amerindian,2,4,2,1,2,1,1,0,1,0
2019,Amerindian,2,4,3,1,2,0,1,0,2,1
2020,Amerindian,3,4,3,2,2,4,1,0,1,1
2021,Amerindian,3,2,2,2,2,4,1,0,3,2
2022,Amerindian,2,3,2,1,2,3,1,0,1,2
2023,Amerindian,2,3,2,1,2,4,1,0,3,0
2024,Amerindian,2,3,2,0,2,4,1,0,2,0
2025,Amerindian,3,5,2,1,2,2,1,0,1,0
2026,Amerindian,3,2,3,1,1,4,1,0,2,2
2027,Amerindian,3,3,2,1,2,0,1,0,3,2
2028,Amerindian,3,5,3,2,2,0,1,0,1,1
2029,Amerindian,2,2,2,1,2,3,1,0,2,0
2030,Amerindian,1,2,2,2,2,0,1,0,2,1
2031,Amerindian,1,3,2,1,2,1,1,0,2,0
2032,Amerindian,2,5,1,1,2,4,1,0,2,0
2033,Amerindian,2,3,2,2,2,1,1,0,1,0
2034,Amerindian,2,4,1,1,1,3,0,1,3,0
2035,Amerindian,1,4,2,1,2,1,1,0,2,0
2036,Amerindian,2,2,1,1,2,3,1,1,1,0
2037,Amerindian,3,3,1,3,2,0,1,1,2,0
2038,Amerindian,1,2,3,2,3,1,1,0,2,0
2039,Amerindian,2,4,3,1,3,1,1,0,1,0
2040,Amerindian,3,5,2,2,2,3,1,0,2,0
2041,Amerindian,2,5,1,1,2,3,1,0,1,2
2042,Amerindian,2,4,2,1,2,3,1,0,1,0
2043,Amerindian,3,3,2,2,1,3,1,0,1,0
2044,Amerindian,1,1,1,1,2,1,1,0,3,0
2045,Amerindian,3,5,1,0,2,4,0,0,2,0
2046,Amerindian,2,3,1,1,2,1,1,0,2,1
2047,Amerindian,2,3,3,1,3,1,1,0,3,0
2048,Amerindian,2,3,2,1,3,3,0,0,1,0
2049,Amerindian,2,2,2,1,2,0,1,0,1,0
2050,Amerindian,2,3,1,2,2,4,1,0,3,0
2051,Amerindian,1,5,2,2,2,1,1,0,1,1
2052,Amerindian,2,3,1,3,2,1,1,0,2,0
2053,Amerindian,3,3,2,1,2,1,0,1,2,0
2054,Amerindian,2,3,2,0,2,0,1,0,1,0
2055,Amerindian,2,3,1,1,2,1,1,0,1,0
2056,Amerindian,2,3,3,1,2,0,1,0,1,1
2057,Amerindian,1,3,1,1,2,1,1,0,2,1
2058,Amerindian,2,3,1,2,3,1,1,0,2,2
2059,Amerindian,2,4,2,1,3,4,1,0,2,2
2060,Amerindian,1,4,1,2,2,1,1,1,2,2
2061,Amerindian,2,4,2,1,1,1,1,0,1,1
2062,Amerindian,1,4,1,1,2,1,1,0,2,1
2063,Amerindian,2,4,1,1,1,1,1,0,2,0
2064,Amerindian,2,3,2,1,2,1,1,0,1,0
2065,Amerindian,2,4,1,1,1,1,1,1,2,0
2066,Amerindian,2,3,1,1,2,1,1,1,1,0
2067,Amerindian,2,4,2,1,2,1,1,0,3,0
2068,Amerindian,2,4,2,0,2,1,1,0,1,0
2069,Amerindian,3,4,3,1,2,1,1,0,2,0
2070,Amerindian,3,4,1,1,1,1,1,0,2,1
2071,Amerindian,3,3,2,2,1,1,1,0,2,0
2072,Amerindian,3,4,1,1,2,1,1,0,2,0
2073,Amerindian,3,3,2,1,2,1,1,0,2,1
2074,Amerindian,3,4,2,1,2,1,0,0,1,0
2075,Amerindian,2,3,2,1,3,0,1,0,1,0
2076,Amerindian,2,3,3,2,3,0,1,0,3,2
2077,Amerindian,2,4,1,0,1,4,1,0,2,0
2078,Amerindian,1,1,2,2,2,1,0,0,2,1
2079,Amerindian,1,2,3,1,2,0,1,0,3,0
2080,Amerindian,2,2,2,1,2,4,1,0,2,0
2081,Amerindian,3,4,2,1,2,1,0,0,1,1
2082,Amerindian,2,2,2,2,1,3,1,1,2,1
2083,Amerindian,2,4,1,1,1,1,0,0,1,0
2084,Amerindian,2,3,2,0,2,1,1,0,1,0
2085,Amerindian,3,4,1,2,2,1,1,0,1,1
2086,Amerindian,2,4,2,0,2,1,1,0,0,1
2087,Amerindian,3,3,2,1,2,1,1,0,1,0
2088,Amerindian,2,2,1,1,2,0,0,0,1,1
2089,Amerindian,1,2,2,0,3,1,1,0,2,2
2090,Amerindian,3,4,2,1,2,1,1,0,1,0
2091,Amerindian,2,5,3,1,2,0,1,0,1,0
2092,Amerindian,2,3,2,1,2,1,1,0,1,0
2093,Amerindian,3,3,2,1,2,1,0,0,1,1
2094,Amerindian,3,4,2,2,2,1,0,0,1,0
2095,Amerindian,2,3,2,2,2,0,0,0,1,1
2096,Amerindian,2,5,2,1,2,1,0,0,1,0
2097,Amerindian,2,3,2,0,2,1,0,0,1,0
2098,Amerindian,3,4,2,1,2,4,1,0,2,1
2099,Amerindian,3,5,2,0,3,3,0,0,3,0
2100,Amerindian,2,3,2,1,2,0,1,0,1,1
2101,Amerindian,3,3,1,0,2,3,0,0,2,0
2102,Amerindian,3,4,2,1,1,0,0,0,2,0
2103,Amerindian,2,1,2,1,2,1,1,1,1,1
2104,Amerindian,3,4,3,1,2,1,0,0,3,0
2105,Amerindian,1,3,2,2,1,0,1,0,1,0
2106,Amerindian,2,4,2,1,2,4,1,0,1,2
2107,Amerindian,2,2,2,0,2,1,0,0,2,2
2108,Amerindian,3,3,2,1,2,4,1,0,2,0
2109,Amerindian,2,3,2,2,2,4,1,0,2,0
2110,Amerindian,2,5,2,2,2,1,1,0,2,0
2111,Amerindian,2,1,2,2,2,0,0,0,3,0
2112,Amerindian,2,2,2,1,3,0,1,0,2,0
2113,Amerindian,2,3,2,2,2,4,1,0,2,2
2114,Amerindian,3,3,2,1,2,0,0,0,2,0
2115,Amerindian,3,2,1,1,2,1,1,1,2,1
2116,Amerindian,2,4,1,0,2,1,1,0,3,0
2117,Amerindian,2,4,2,2,2,1,1,0,1,0
2118,Amerindian,3,2,3,1,2,1,0,0,3,0
2119,Amerindian,3,4,3,0,2,0,0,0,2,0
2120,Amerindian,1,5,1,0,1,1,0,0,1,0
2121,Amerindian,1,2,3,2,2,1,1,0,0,0
2122,Amerindian,3,3,3,0,2,0,0,0,1,1
2123,Amerindian,2,3,2,1,2,0,0,0,1,0
2124,Amerindian,2,4,2,2,2,1,1,0,2,0
2125,Amerindian,1,3,2,2,2,0,1,0,1,0
2126,Amerindian,2,4,2,2,2,0,1,1,2,0
2127,Amerindian,2,2,2,1,2,1,1,0,1,0
2128,Amerindian,2,3,3,1,2,1,0,0,2,0
2129,Amerindian,2,2,2,0,2,0,1,0,1,0
2130,Amerindian,2,3,2,1,2,1,1,0,0,2
2131,Amerindian,2,2,2,1,2,1,0,0,1,0
2132,Amerindian,3,3,3,0,2,0,0,0,2,1
2133,Amerindian,1,5,2,1,2,1,1,0,2,0
2134,Amerindian,1,3,2,1,2,0,1,0,1,0
2135,Amerindian,3,4,2,2,2,1,0,0,1,0
2136,Amerindian,2,3,2,2,2,0,1,0,0,0
2137,Amerindian,3,4,2,1,1,1,1,1,1,1
2138,Amerindian,2,3,2,1,2,0,0,0,1,0
2139,Amerindian,3,3,2,0,2,1,1,0,1,1
2140,Amerindian,1,2,2,1,2,3,1,1,1,0
2141,Amerindian,1,4,2,1,2,1,1,0,1,1
2142,Amerindian,2,3,2,2,2,1,1,0,1,0
2143,Amerindian,2,2,2,1,2,1,1,0,1,0
2144,Amerindian,1,3,3,1,3,0,1,0,1,0
2145,Amerindian,1,3,1,2,2,3,1,0,1,0
2146,Amerindian,3,2,1,2,2,1,0,0,1,0
2147,Amerindian,2,3,2,1,2,1,0,0,2,0
2148,Amerindian,2,3,2,1,2,0,1,0,1,0
2149,Amerindian,2,3,2,2,2,0,1,1,1,0
2150,Amerindian,2,2,2,2,2,3,1,0,1,0
2151,Amerindian,2,3,2,1,2,0,1,0,1,0
2152,Amerindian,2,3,2,1,2,0,1,0,2,0
2153,Amerindian,2,2,2,2,2,0,1,0,1,1
2154,Amerindian,2,4,2,2,2,1,1,0,1,1
2155,Amerindian,2,3,1,1,1,1,1,0,2,0
2156,Amerindian,3,5,2,1,1,1,1,0,1,1
2157,Amerindian,2,4,2,1,2,1,0,0,2,0
2158,Amerindian,2,3,2,2,2,0,0,0,2,0
2159,Amerindian,3,4,2,1,1,1,0,0,1,0
2160,Amerindian,2,3,3,1,1,0,0,0,1,0
2161,Amerindian,3,3,2,1,2,1,1,0,1,0
2162,Amerindian,2,3,2,0,3,1,1,0,1,1
2163,Amerindian,1,2,3,1,2,0,0,0,1,1
2164,Amerindian,1,2,2,1,2,0,0,0,0,0
2165,Amerindian,2,5,2,1,3,0,1,0,0,1
2166,Amerindian,1,3,1,1,2,1,0,0,1,0
2167,Amerindian,2,3,1,1,2,0,1,0,2,0
2168,Amerindian,1,3,3,1,3,0,1,0,2,0
2169,Amerindian,2,3,2,2,2,1,1,0,0,1
2170,Amerindian,2,4,2,1,2,1,1,0,2,0
2171,Amerindian,2,2,2,1,2,0,1,0,1,0
2172,Amerindian,1,4,2,1,2,1,1,0,1,1
2173,Amerindian,2,3,2,1,2,0,1,0,0,0
2174,Amerindian,1,3,2,2,2,0,0,0,2,0
2175,Amerindian,1,3,2,0,2,0,1,0,0,0
2176,Amerindian,1,3,2,1,3,3,0,0,1,0
2177,Amerindian,2,3,2,2,2,4,1,1,1,0
2178,Amerindian,2,2,2,1,2,1,0,0,3,0
2179,Amerindian,2,2,2,1,2,1,0,0,2,0
2180,Amerindian,1,2,2,1,2,1,0,0,2,0
2181,Amerindian,1,3,2,1,2,0,1,0,1,0
2182,Amerindian,2,1,2,0,2,0,0,0,1,0
2183,Amerindian,1,1,3,1,2,0,1,0,1,0
2184,Amerindian,3,2,2,2,2,1,1,1,2,0
2185,Amerindian,2,3,2,1,2,2,1,0,1,0
2186,Amerindian,2,3,2,1,2,0,1,0,0,0
2187,Amerindian,2,3,2,2,2,0,1,0,1,0
2188,Amerindian,2,3,2,1,2,1,0,0,0,0
2189,Amerindian,2,3,1,1,2,0,0,0,1,0
2190,Amerindian,2,2,2,1,2,1,1,0,1,0
2191,Amerindian,2,3,2,2,2,0,1,0,1,0
2192,Amerindian,3,3,2,1,2,0,1,0,0,0
2193,Amerindian,2,3,2,1,1,1,1,0,1,0
2194,Amerindian,1,2,2,0,2,1,1,0,2,0
2195,Amerindian,1,1,2,0,1,1,1,0,1,0
2196,Amerindian,1,3,3,3,2,4,1,0,1,0
2197,Amerindian,2,3,2,1,2,0,0,0,2,0
2198,Amerindian,2,2,2,1,2,0,0,0,1,0
2199,Amerindian,2,3,2,1,2,0,0,0,1,0
2200,Amerindian,2,1,2,1,2,0,0,0,1,0
2201,Amerindian,2,3,2,1,2,0,1,0,1,0
2202,Amerindian,2,3,2,1,2,4,1,0,1,0
2203,Amerindian,3,3,1,1,2,0,1,0,0,0
2204,Amerindian,3,3,2,2,2,0,1,0,1,0
2205,Amerindian,3,3,1,1,2,1,1,0,1,0
2206,Amerindian,2,4,2,1,2,1,0,0,1,0
2207,Amerindian,2,4,3,2,2,0,1,0,1,0
2208,Amerindian,2,2,2,1,2,0,1,1,2,0
2209,Amerindian,2,3,2,1,2,1,1,0,1,1
2210,Amerindian,2,3,2,1,2,0,1,0,2,0
2211,Amerindian,2,3,2,1,2,0,1,0,1,0
2212,Amerindian,3,4,2,2,2,1,1,0,2,0
2213,Amerindian,2,2,2,1,3,0,1,0,1,0
2214,Amerindian,3,4,3,1,2,1,1,0,2,0
2215,Amerindian,2,2,2,2,2,1,0,1,1,0
2216,Amerindian,2,2,1,2,2,0,0,0,1,0
2217,Amerindian,3,3,2,2,2,1,1,0,0,0
2218,Amerindian,2,3,3,0,2,0,1,0,1,0
2219,Amerindian,2,3,3,0,2,4,1,0,0,0
2220,Amerindian,2,5,3,1,2,0,1,0,1,0
2221,Amerindian,3,4,2,3,2,4,1,0,1,0
2222,Amerindian,2,4,2,1,2,0,1,0,1,0
2223,Amerindian,2,3,1,1,2,0,1,0,1,0
2224,Amerindian,2,3,1,2,2,1,1,0,1,0
2225,Amerindian,2,3,2,1,2,0,1,0,1,0
2226,Amerindian,1,2,3,1,3,0,1,0,1,2
2275,SWHispanic,2,4,2,0,2,3,1,0,1,0
2276,SWHispanic,2,3,2,1,2,1,1,1,1,1
2277,SWHispanic,2,4,1,1,2,1,1,0,3,1
2278,SWHispanic,1,3,2,1,2,2,1,0,2,1
2279,SWHispanic,2,3,2,2,2,1,1,0,1,0
2280,SWHispanic,3,4,1,2,2,3,1,1,1,0
2281,SWHispanic,1,3,2,1,2,1,1,0,1,0
2282,SWHispanic,3,5,2,1,2,3,1,1,2,1
2283,SWHispanic,2,3,2,1,2,3,0,0,1,1
2284,SWHispanic,3,3,2,1,2,3,1,0,1,2
2285,SWHispanic,2,3,1,2,2,3,1,0,1,2
2286,SWHispanic,3,4,2,1,2,3,1,1,2,1
2287,SWHispanic,3,4,2,2,2,3,1,0,1,2
2288,SWHispanic,2,3,1,2,2,3,1,0,1,0
2289,SWHispanic,2,4,2,1,2,0,0,1,1,1
2290,SWHispanic,2,2,2,2,1,1,0,0,1,2
2291,SWHispanic,2,2,2,2,1,3,0,0,2,0
2292,SWHispanic,2,3,1,1,1,3,1,0,1,1
2293,SWHispanic,3,4,2,1,1,3,1,0,3,0
2294,SWHispanic,1,3,1,1,2,3,1,0,1,1
2295,SWHispanic,2,4,1,1,2,3,1,1,1,0
2296,SWHispanic,2,3,2,2,2,1,0,1,2,1
2297,SWHispanic,2,3,1,1,2,0,1,0,0,0
2298,SWHispanic,1,3,2,1,2,3,0,0,1,0
2299,SWHispanic,2,3,1,1,2,3,1,0,1,0
2300,SWHispanic,2,2,1,1,2,2,0,0,1,0
2301,SWHispanic,2,3,2,0,2,1,1,0,3,0
2302,SWHispanic,1,3,1,1,1,3,1,0,3,1
2303,SWHispanic,3,3,1,1,2,3,1,0,3,1
2304,SWHispanic,3,3,1,1,2,3,1,0,2,1
2305,SWHispanic,2,3,2,3,1,4,1,1,3,0
2306,SWHispanic,2,3,1,1,2,1,1,1,2,0
2307,SWHispanic,2,2,1,1,2,1,1,0,2,1
2308,SWHispanic,1,4,2,2,2,3,1,1,1,0
2309,SWHispanic,1,3,3,3,2,4,0,0,0,0
2310,SWHispanic,2,3,1,1,2,1,1,0,2,2
2311,SWHispanic,1,3,1,1,2,4,1,0,2,0
2312,SWHispanic,2,3,1,1,1,3,1,0,1,0
2313,SWHispanic,2,3,2,1,2,3,1,0,1,0
2314,SWHispanic,3,4,2,1,2,3,1,0,2,0
2315,SWHispanic,2,3,2,0,2,0,0,0,1,1
2316,SWHispanic,1,3,2,1,1,3,1,0,1,0
2317,SWHispanic,2,2,1,1,2,2,1,0,1,2
2318,SWHispanic,1,4,2,1,2,3,1,0,1,1
2319,SWHispanic,1,3,1,1,1,3,1,0,1,0
2320,SWHispanic,2,3,1,1,1,4,1,0,2,0
2321,SWHispanic,2,4,2,1,1,2,1,0,1,1
2322,SWHispanic,2,3,1,2,2,3,1,0,3,1
2323,SWHispanic,3,3,1,0,1,3,1,0,1,1
2324,SWHispanic,2,3,1,1,2,3,1,0,3,0
2325,SWHispanic,2,3,1,1,2,1,1,0,1,0
2326,SWHispanic,3,5,1,1,1,3,0,0,1,1
2327,SWHispanic,2,3,2,1,2,0,1,0,1,1
2328,SWHispanic,3,4,2,2,1,3,0,0,2,2
2329,SWHispanic,3,5,3,0,2,1,1,0,1,1
2330,SWHispanic,3,5,2,1,2,3,1,0,2,2
2331,SWHispanic,2,3,3,2,2,0,0,0,3,0
2332,SWHispanic,1,3,1,1,1,4,0,0,2,0
2333,SWHispanic,3,3,2,2,2,3,1,0,1,0
2334,SWHispanic,1,2,2,2,2,1,1,0,1,2
2335,SWHispanic,1,2,2,1,3,3,0,1,1,1
2336,SWHispanic,2,2,2,1,2,3,1,0,3,1
2337,SWHispanic,2,3,2,2,2,1,1,0,2,0
2338,SWHispanic,2,3,2,1,2,3,1,0,1,0
2339,SWHispanic,2,3,2,1,2,3,1,0,2,0
2340,SWHispanic,2,3,1,1,2,1,1,0,2,0
2341,SWHispanic,2,3,2,2,2,0,1,0,2,0
2342,SWHispanic,2,5,1,0,2,3,1,0,3,2
2343,SWHispanic,1,3,2,2,2,1,1,1,2,0
2344,SWHispanic,2,4,1,2,2,3,1,1,3,1
2345,SWHispanic,3,3,2,1,1,3,0,0,1,1
2346,SWHispanic,2,5,2,2,1,3,1,0,2,2
2347,SWHispanic,2,2,1,2,2,4,1,1,1,0
2348,SWHispanic,3,4,1,1,1,3,1,0,2,1
2349,SWHispanic,2,4,2,0,2,3,1,1,2,2
2350,SWHispanic,2,3,1,0,2,3,1,0,2,2
2351,SWHispanic,2,4,2,1,2,3,1,0,1,0
2352,SWHispanic,2,3,1,0,2,4,1,0,1,1
2353,SWHispanic,3,5,1,1,1,3,1,0,1,0
2354,SWHispanic,2,3,2,2,1,4,1,0,1,0
2355,SWHispanic,1,4,1,2,2,3,1,0,1,1
2356,SWHispanic,3,4,2,2,2,3,1,1,2,1
2357,SWHispanic,3,3,2,1,1,2,1,0,1,0
2358,SWHispanic,2,3,1,1,2,3,1,0,2,0
2359,SWHispanic,1,3,2,1,2,1,0,1,1,2
2360,SWHispanic,1,3,2,1,2,3,0,1,3,2
2361,SWHispanic,2,3,1,1,2,3,1,1,2,1
2362,SWHispanic,2,4,1,2,2,4,0,0,1,0
2363,SWHispanic,2,3,2,1,2,1,1,0,1,1
2364,SWHispanic,2,3,3,1,2,1,1,1,1,1
2365,SWHispanic,2,3,2,1,1,3,1,0,1,0
2366,SWHispanic,2,3,1,1,1,3,1,1,1,1
2367,SWHispanic,2,3,2,1,2,1,1,0,2,0
2368,SWHispanic,3,3,1,1,2,3,1,0,2,2
2369,SWHispanic,1,3,2,1,2,1,1,0,1,0
2370,SWHispanic,2,3,3,0,2,0,0,1,3,1
2371,SWHispanic,2,3,2,1,2,1,1,1,2,1
2372,SWHispanic,2,3,2,1,2,3,0,0,3,0
2373,SWHispanic,2,2,2,1,2,1,1,0,1,2
2374,SWHispanic,2,3,2,0,2,3,1,0,2,1
2375,SWHispanic,1,3,2,1,2,4,1,0,1,0
2376,SWHispanic,2,3,2,2,2,1,0,1,1,0
2377,SWHispanic,1,5,2,1,2,1,0,0,2,0
2378,SWHispanic,2,3,3,1,3,0,1,1,1,0
2379,SWHispanic,2,1,3,1,3,1,0,0,2,0
2380,SWHispanic,2,4,2,1,3,4,1,1,3,2
2381,SWHispanic,1,3,2,0,2,3,1,0,1,0
2382,SWHispanic,2,3,2,0,2,0,0,0,3,1
2383,SWHispanic,2,4,1,1,2,3,0,1,2,0
2384,SWHispanic,2,3,2,1,1,3,1,0,3,0
2385,SWHispanic,2,3,1,1,2,1,1,0,1,0
2386,SWHispanic,1,3,1,1,1,1,0,0,3,0
2387,SWHispanic,1,3,1,1,1,4,1,0,3,0
2388,SWHispanic,2,3,1,2,1,1,1,0,1,1
2389,SWHispanic,2,3,1,1,1,1,0,0,2,0
2390,SWHispanic,2,3,1,1,1,1,1,1,2,0
