MaMDID,ThreeGroup,FourGroup,Ancestry,GeoOrigin,RegNation,Fregion,Population,ANS,INA,IOB,MT,NAS,NAW,NBC,NBS,NFS,NO,OBS,PBD,PS,PZT,SPS,TPS,ZS
1541,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,2,3,2,1,2,2,4,3,4,1,1,0,,3,0,2,0
1542,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,,2,,,,4,,1,,,0,,,2,,
1543,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,5,2,1,1,2,2,2,1,,1,0,,1,2,1,0
1544,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,2,3,1,2,1,4,2,2,,1,0,,2,1,2,2
1545,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,3,3,2,1,1,2,0,2,1,1,1,0,,3,2,1,2
1546,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,3,5,3,2,1,2,0,2,2,1,3,0,,1,2,1,1
2719,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,2,2,1,,2,,,1,,3,0,,2,2,2,0
3143,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,1,2,2,2,1,2,0,2,2,1,1,0,,2,0,4,1
4059,Asian,Asian,Amerindian,SWAmerindian,,,Navaho,,,,,,,1,,1,,1,0,,,0,,
2479,Asian,Asian,Amerindian,SWAmerindian,,,OldZuni,3,4,1,1,2,2,,,1,,2,0,,1,2,1,2
2480,Asian,Asian,Amerindian,SWAmerindian,,,OldZuni,2,2,1,1,2,1,1,2,2,1,2,0,,1,0,2,0
490,Asian,Asian,Amerindian,SWAmerindian,,,Papago,1,3,1,,2,,,,,,,,,,,,
510,Asian,Asian,Amerindian,SWAmerindian,,,Papago,2,2,2,1,1,3,0,2,2,0,1,0,,1,0,1,1
511,Asian,Asian,Amerindian,SWAmerindian,,,Papago,1,2,2,2,1,2,1,2,1,1,1,0,,1,0,1,1
308,Asian,Asian,Amerindian,SWAmerindian,,,Pima,,,,1,,,1,2,2,,1,0,,1,1,,1
309,Asian,Asian,Amerindian,SWAmerindian,,,Pima,,,,,,,,,1,,,0,,,0,,
310,Asian,Asian,Amerindian,SWAmerindian,,,Pima,,3,1,,1,2,1,2,1,,1,0,,2,2,,
311,Asian,Asian,Amerindian,SWAmerindian,,,Pima,,,,,,,,,,,,0,,,1,,
354,Asian,Asian,Amerindian,SWAmerindian,,,Yavapai,2,2,2,3,1,2,1,2,1,1,1,0,,1,0,4,0
1556,Asian,Asian,Amerindian,SWAmerindian,,,Yavapai,3,3,2,2,1,2,1,2,1,,2,0,,2,2,1,1
1576,Asian,Asian,Amerindian,SWAmerindian,,,Yavapai,2,3,2,1,2,2,0,2,1,,2,0,,3,2,1,0
1578,Asian,Asian,Amerindian,SWAmerindian,,,Yavapai,1,2,2,2,1,2,1,2,1,,2,0,,3,2,4,1
1579,Asian,Asian,Amerindian,SWAmerindian,,,Yavapai,2,4,2,0,1,2,0,2,1,1,2,0,,1,0,2,0
1580,Asian,Asian,Amerindian,SWAmerindian,,,Yavapai,3,4,2,0,1,2,1,2,1,1,1,0,,2,2,4,0
1584,Asian,Asian,Amerindian,SWAmerindian,,,Yavapai,1,3,3,2,1,2,0,3,,1,1,0,,2,2,2,1
2261,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,4,1,1,1,1,1,3,1,1,3,0,,2,2,,1
2262,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,3,2,2,1,1,1,2,1,1,1,0,,2,1,1,0
2263,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,4,1,1,1,2,1,3,2,1,1,0,,2,2,1,0
2264,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,3,2,1,1,2,1,3,2,1,2,0,,2,2,2,1
2265,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,4,2,1,1,2,1,1,1,0,3,0,,1,0,1,0
2266,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,2,1,3,3,0,2,1,1,1,,,1,2,2,0
2267,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,3,2,2,3,0,3,4,1,3,0,,3,2,1,2
2268,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,4,1,0,2,1,4,1,4,1,3,0,,2,2,1,0
2269,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,1,1,2,2,1,2,1,3,1,0,1,0,,2,2,1,1
2270,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,1,2,3,1,1,2,,,1,,1,0,,3,2,1,0
2271,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,2,2,1,2,2,4,3,1,1,1,0,,2,0,3,0
2272,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,4,,1,,,,,,,,,,1,,2,1
2273,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,2,,2,1,1,,,,,,1,,2,2,1,
2274,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,4,1,1,2,1,1,2,1,0,2,,,1,0,1,0
2275,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,2,0,1,2,1,2,2,1,1,0,,1,2,1,0
2276,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,4,1,2,1,2,1,2,1,1,2,,,1,2,1,1
2277,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,4,2,0,1,2,1,2,1,,3,0,,0,2,2,1
2278,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,3,2,1,1,2,1,2,1,1,1,0,,1,2,2,0
2279,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,2,1,1,2,2,0,2,2,,2,0,,1,2,1,1
2280,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,2,2,0,2,3,1,3,3,1,2,0,,2,2,3,2
2281,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,4,2,1,2,2,,2,1,,2,0,,1,2,1,0
2282,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,5,3,1,2,2,0,3,2,1,1,0,,1,2,2,0
2283,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,2,1,2,2,1,3,2,1,1,0,,1,0,2,0
2284,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,3,,1,1,2,,,,,,,,,,1,1
2285,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,4,2,2,2,2,1,2,2,0,2,0,,1,0,,0
2286,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,,2,,1,2,,,1,,2,0,,1,2,,
2287,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,5,2,1,2,2,1,2,1,0,2,0,,1,2,1,0
2288,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,3,,0,2,,,2,2,,,,,1,0,4,0
2289,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,4,2,1,2,2,4,3,4,1,1,0,,2,0,2,1
2290,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,,2,0,2,3,,,4,,1,0,,3,2,1,0
2291,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,2,1,1,2,0,2,2,,2,0,,1,2,1,1
2292,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,3,1,0,1,2,3,3,2,,2,0,,2,0,1,0
2293,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,4,2,1,2,1,0,2,4,0,2,0,,2,0,2,0
2294,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,1,,1,1,2,,,,,,,,1,,,1
2295,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,4,3,1,,,1,2,2,0,1,0,,3,0,,0
2296,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,1,3,2,2,1,1,0,2,,1,1,0,,1,0,2,0
2297,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,4,2,1,2,2,4,2,1,1,1,0,,1,2,1,2
2298,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,2,2,0,1,2,,2,4,,2,0,,2,0,1,2
2299,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,3,2,1,1,,,,,,1,0,,2,2,,0
2300,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,2,2,1,2,4,2,1,1,2,0,,2,2,1,0
2301,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,5,2,2,1,2,1,1,1,1,1,0,,2,2,1,0
2302,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,1,2,2,2,2,0,2,1,0,1,0,,3,0,1,0
2303,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,2,2,1,2,3,0,3,4,1,2,0,,2,2,1,0
2304,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,2,2,2,2,,,1,,3,0,,2,2,1,2
2305,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,,,1,,,,,,,2,,,2,0,4,0
2306,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,2,,1,1,2,1,2,,1,,1,,2,1,,1
2307,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,4,1,0,2,2,1,2,1,,1,0,,3,2,2,0
2308,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,4,2,2,3,2,1,2,2,1,1,0,,1,0,1,0
2309,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,2,3,1,2,2,1,3,1,0,1,0,,3,1,2,
2310,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,3,4,3,0,2,2,0,1,1,0,3,0,,2,0,1,0
2311,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,1,5,1,0,1,1,1,2,1,,2,0,,1,2,2,0
2312,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,2,,2,1,,,,,,2,0,,0,,,0
2313,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,,3,,0,2,2,0,2,4,,,0,,,2,,1
2314,Asian,Asian,Amerindian,SWAmerindian,,,Zuni,2,3,2,1,2,2,0,2,1,0,2,0,,1,0,1,0
312,Asian,Asian,Amerindian,SWAmerindian,,,,2,4,2,1,1,1,1,2,1,,1,0,,1,0,,1
336,Asian,Asian,Amerindian,SWAmerindian,,,,1,2,1,1,,2,3,,,,,0,,2,,,2
337,Asian,Asian,Amerindian,SWAmerindian,,,,3,5,3,2,2,2,1,3,4,0,1,0,,1,2,2,0
460,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,0,,,,,
461,Asian,Asian,Amerindian,SWAmerindian,,,,,,,0,,,,,,,,,,1,,,
533,Asian,Asian,Amerindian,SWAmerindian,,,,,4,3,,1,3,0,2,2,1,2,0,,1,0,3,0
534,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,3,1,1,3,0,3,2,,3,,,0,2,3,0
535,Asian,Asian,Amerindian,SWAmerindian,,,,1,,2,1,3,2,0,2,1,,2,0,,1,2,3,0
536,Asian,Asian,Amerindian,SWAmerindian,,,,,1,2,1,1,2,,,,,,0,,1,,,
537,Asian,Asian,Amerindian,SWAmerindian,,,,,,3,,,,,,4,,,0,,,0,,
538,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,0,,1,,,,,,2,,
539,Asian,Asian,Amerindian,SWAmerindian,,,,1,3,2,,1,2,0,2,2,,,,,1,2,2,
540,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,0,,,,,
541,Asian,Asian,Amerindian,SWAmerindian,,,,,2,3,,1,3,0,1,,,,0,,,,,
542,Asian,Asian,Amerindian,SWAmerindian,,,,,2,,1,1,2,,,,,2,0,,2,,2,0
543,Asian,Asian,Amerindian,SWAmerindian,,,,,,2,,,,,,1,,,0,,1,0,,
544,Asian,Asian,Amerindian,SWAmerindian,,,,,3,1,2,2,1,1,2,2,,2,,,3,,2,0
1326,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,2,1,,1,4,,,,,0,,1,,,1
1327,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,1,1,,3,1,,,0,,0,,1,,,2
1328,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,1,2,,2,3,,,1,,0,,2,,,
1334,Asian,Asian,Amerindian,SWAmerindian,,,,,,2,,,,1,1,1,,,0,,,0,,
1399,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,1,1,1,3,1,2,1,0,2,0,,1,0,2,0
1408,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,,,,,,
1410,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,1,,1,1,3,2,1,,1,0,,0,1,3,0
1421,Asian,Asian,Amerindian,SWAmerindian,,,,,3,2,1,2,2,1,2,1,,1,0,,0,2,1,0
1422,Asian,Asian,Amerindian,SWAmerindian,,,,,5,2,1,1,2,,,4,,1,0,,2,2,1,1
1423,Asian,Asian,Amerindian,SWAmerindian,,,,3,5,2,1,1,1,1,2,1,0,1,0,,1,2,3,0
1431,Asian,Asian,Amerindian,SWAmerindian,,,,,3,2,1,,,,,2,,2,0,,2,0,2,0
1432,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,1,1,,2,1,,,0,,0,,1,,,1
1433,Asian,Asian,Amerindian,SWAmerindian,,,,,2,2,0,1,2,3,,1,,1,1,,3,0,,0
1434,Asian,Asian,Amerindian,SWAmerindian,,,,2,1,2,3,,2,4,,,,,0,,2,,,1
1458,Asian,Asian,Amerindian,SWAmerindian,,,,1,3,1,0,1,2,1,2,2,1,2,0,,1,0,2,1
1459,Asian,Asian,Amerindian,SWAmerindian,,,,1,5,2,2,1,2,,4,3,,1,0,,3,0,1,1
1460,Asian,Asian,Amerindian,SWAmerindian,,,,3,4,2,2,1,2,1,2,2,0,2,1,,2,0,2,1
1463,Asian,Asian,Amerindian,SWAmerindian,,,,,,2,,1,3,,,4,,1,0,,,2,1,0
1464,Asian,Asian,Amerindian,SWAmerindian,,,,,,3,,,,,,4,,,0,,,0,,
1465,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,1,1,2,1,2,2,1,2,0,,2,0,1,0
1467,Asian,Asian,Amerindian,SWAmerindian,,,,,3,2,1,1,2,1,2,2,,1,0,,1,2,,
1468,Asian,Asian,Amerindian,SWAmerindian,,,,,4,2,2,3,2,3,,1,,3,0,,3,0,2,1
1469,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,2,1,1,3,1,2,1,,2,0,,1,0,,0
1547,Asian,Asian,Amerindian,SWAmerindian,,,,,4,2,1,1,2,1,,2,,2,0,,1,0,1,0
1557,Asian,Asian,Amerindian,SWAmerindian,,,,1,4,,1,2,2,,,,,,,,1,,1,0
1559,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,2,1,2,0,2,4,1,2,0,,3,0,1,0
1564,Asian,Asian,Amerindian,SWAmerindian,,,,1,4,2,1,1,2,1,2,1,,3,0,,2,2,2,0
1581,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,2,1,1,0,2,4,,2,0,,1,0,2,1
1583,Asian,Asian,Amerindian,SWAmerindian,,,,,2,3,1,1,2,1,2,1,,2,0,,2,,1,
1585,Asian,Asian,Amerindian,SWAmerindian,,,,,1,2,1,2,2,0,,1,,2,0,,2,2,1,1
1586,Asian,Asian,Amerindian,SWAmerindian,,,,,,1,,,,3,,2,,,0,,,0,,
1587,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,0,,,2,,
1588,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,2,1,2,1,1,,1,3,0,,1,2,3,0
1591,Asian,Asian,Amerindian,SWAmerindian,,,,2,4,3,1,1,2,0,2,1,,1,0,,1,2,,0
1606,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,3,2,1,2,1,2,1,,3,0,,1,2,2,1
1622,Asian,Asian,Amerindian,SWAmerindian,,,,,3,2,1,1,2,1,2,2,,2,0,,0,0,2,0
1623,Asian,Asian,Amerindian,SWAmerindian,,,,3,3,3,1,2,2,1,3,1,1,3,0,,2,2,2,1
1647,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,0,,,0,,
1690,Asian,Asian,Amerindian,SWAmerindian,,,,,3,2,2,,,0,,1,,,,,,0,,0
1691,Asian,Asian,Amerindian,SWAmerindian,,,,3,4,2,0,1,2,1,1,1,1,2,0,,0,0,1,1
1692,Asian,Asian,Amerindian,SWAmerindian,,,,,3,2,,,,0,,4,,1,0,,,0,1,0
1693,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,0,,,,1,
1694,Asian,Asian,Amerindian,SWAmerindian,,,,,,,1,,,,,,,,0,,,,,0
1695,Asian,Asian,Amerindian,SWAmerindian,,,,1,2,2,,1,2,0,,1,,1,0,,,0,2,
1696,Asian,Asian,Amerindian,SWAmerindian,,,,,3,,1,,1,,,,,,0,,1,,1,2
1697,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,2,3,2,1,2,1,1,1,0,,2,0,3,0
1922,Asian,Asian,Amerindian,SWAmerindian,,,,3,3,2,1,1,1,3,,4,,1,0,,3,2,4,1
1923,Asian,Asian,Amerindian,SWAmerindian,,,,1,3,2,1,1,2,0,1,2,1,1,0,,1,2,1,0
1924,Asian,Asian,Amerindian,SWAmerindian,,,,,3,2,0,1,2,4,2,1,,1,0,,2,0,2,1
1925,Asian,Asian,Amerindian,SWAmerindian,,,,,3,1,2,2,2,,,,,2,0,,2,0,,0
1965,Asian,Asian,Amerindian,SWAmerindian,,,,1,5,2,0,2,2,0,2,4,,1,0,,1,2,1,1
1966,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,0,,,0,,
1967,Asian,Asian,Amerindian,SWAmerindian,,,,1,3,2,1,1,2,0,3,1,0,3,0,,2,2,,0
1968,Asian,Asian,Amerindian,SWAmerindian,,,,1,3,2,1,2,3,0,3,1,0,1,0,,2,2,1,0
1969,Asian,Asian,Amerindian,SWAmerindian,,,,2,4,1,2,1,2,,,1,,3,0,,2,1,1,0
1974,Asian,Asian,Amerindian,SWAmerindian,,,,2,1,2,2,2,2,0,2,1,0,2,0,,1,0,1,0
2054,Asian,Asian,Amerindian,SWAmerindian,,,,,3,,1,,,,,,,,0,,0,2,,0
2055,Asian,Asian,Amerindian,SWAmerindian,,,,2,,,1,,,,,,,,,,0,0,,0
2087,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,2,1,2,0,2,1,0,1,0,,1,2,3,0
2330,Asian,Asian,Amerindian,SWAmerindian,,,,1,2,3,2,1,2,,1,2,1,3,0,,3,2,1,1
2368,Asian,Asian,Amerindian,SWAmerindian,,,,3,2,2,1,1,1,4,1,4,,1,0,,2,0,4,0
2570,Asian,Asian,Amerindian,SWAmerindian,,,,,,2,,,,,,,,,0,,,2,,
2571,Asian,Asian,Amerindian,SWAmerindian,,,,,5,3,2,1,3,0,2,4,,1,0,,3,2,,0
2893,Asian,Asian,Amerindian,SWAmerindian,,,,,3,1,,1,2,0,2,1,1,2,1,,,0,,0
2894,Asian,Asian,Amerindian,SWAmerindian,,,,,2,,1,,,,,,,,,,1,,,0
2895,Asian,Asian,Amerindian,SWAmerindian,,,,,3,,0,,,,,,,,0,,1,2,1,0
2896,Asian,Asian,Amerindian,SWAmerindian,,,,3,3,2,3,1,2,1,2,1,,2,0,,1,0,,2
2897,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,3,,,0,,,1,,
2898,Asian,Asian,Amerindian,SWAmerindian,,,,,,2,,,,0,2,4,,1,0,,,0,,
3049,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,1,2,2,1,3,,1,3,0,,2,1,1,0
3055,Asian,Asian,Amerindian,SWAmerindian,,,,,4,3,1,1,3,0,2,2,1,1,1,,0,2,,2
3056,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,1,1,3,0,2,2,1,1,0,,1,2,1,0
3058,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,1,1,2,1,2,2,,1,,,1,2,,1
3059,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,,,,,,2,,2,0,,,0,1,
3344,Asian,Asian,Amerindian,SWAmerindian,,,,1,1,3,1,1,2,3,3,4,,1,0,,2,0,1,0
3955,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,2,0,1,2,1,2,1,,1,0,,0,2,1,0
3956,Asian,Asian,Amerindian,SWAmerindian,,,,1,2,2,1,1,2,0,2,2,0,2,0,,1,2,1,0
3957,Asian,Asian,Amerindian,SWAmerindian,,,,1,1,3,1,1,2,0,1,2,,3,0,,0,0,2,0
3958,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,,1,1,2,,,,,,0,,1,,1,1
3959,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,1,,,0,,,0,,
3960,Asian,Asian,Amerindian,SWAmerindian,,,,,2,2,0,1,2,,,,,1,0,,,0,1,0
3961,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,1,1,2,0,2,2,1,3,0,,0,0,1,1
3962,Asian,Asian,Amerindian,SWAmerindian,,,,2,,,1,2,2,,,,,,,,,,,0
3963,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,,1,1,,,,,,1,,,2,2,2,0
3964,Asian,Asian,Amerindian,SWAmerindian,,,,2,3,2,1,,2,4,,,0,,0,,2,2,,
3965,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,1,3,,2,2,,,0,,0,,1,,,2
3966,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,2,1,,3,4,,,1,,0,,1,,,2
4071,Asian,Asian,Amerindian,SWAmerindian,,,,2,4,1,0,1,2,3,3,1,,1,0,,1,1,4,1
4110,Asian,Asian,Amerindian,SWAmerindian,,,,,2,2,1,3,2,,2,1,,3,0,,2,2,1,0
4111,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,2,0,1,2,0,1,3,,1,0,,1,0,1,1
4112,Asian,Asian,Amerindian,SWAmerindian,,,,,5,,0,2,3,2,2,4,,,,,1,2,,0
4113,Asian,Asian,Amerindian,SWAmerindian,,,,,2,3,1,,,,,4,,,0,,1,2,,0
4114,Asian,Asian,Amerindian,SWAmerindian,,,,3,3,2,1,1,2,,,,,,,,2,0,1,
4115,Asian,Asian,Amerindian,SWAmerindian,,,,,,2,0,,,0,,3,,2,0,,1,0,,1
4116,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,,1,2,2,,,,,2,0,,0,0,1,0
4117,Asian,Asian,Amerindian,SWAmerindian,,,,,2,2,,,,,,1,,,0,,,2,1,1
4118,Asian,Asian,Amerindian,SWAmerindian,,,,,,,0,,,,,,,1,0,,,2,,
4119,Asian,Asian,Amerindian,SWAmerindian,,,,,4,2,1,2,2,,,,,2,0,,1,0,,0
4129,Asian,Asian,Amerindian,SWAmerindian,,,,2,2,2,1,2,2,4,2,2,,1,0,,2,2,1,0
4290,Asian,Asian,Amerindian,SWAmerindian,,,,,2,,,,,1,,1,,,0,,1,0,,
4451,Asian,Asian,Amerindian,SWAmerindian,,,,,,,,,,,,,,,0,,,,,
4454,Asian,Asian,Amerindian,SWAmerindian,,,,1,2,2,3,,,,,1,,,,,,0,4,
4475,Asian,Asian,Amerindian,SWAmerindian,,,,,2,2,1,2,2,,,1,,2,0,,0,0,1,0
4476,Asian,Asian,Amerindian,SWAmerindian,,,,3,4,1,1,1,2,3,2,3,,2,0,,3,0,2,1
4477,Asian,Asian,Amerindian,SWAmerindian,,,,,5,2,1,,,,,,,1,0,,2,2,,0
247,Asian,Asian,Amerindian,,,,,2,3,2,0,1,1,1,2,1,1,1,0,,2,2,4,0
3174,Asian,Asian,Asian,,,,,2,2,3,1,,3,1,,,0,,0,,2,,,2
7588,Asian,Asian,Asian,,,,,2,2,3,3,,3,1,,,0,,0,,2,,,0
8539,Asian,Asian,Asian,,,,,2,2,2,1,,3,0,1,,0,2,,3,,,1,
116,Asian,Asian,Eskimo,Aleut,,,Aleut,3,3,1,0,1,2,4,2,1,0,2,0,,1,2,2,0
117,Asian,Asian,Eskimo,Aleut,,,Aleut,,1,3,1,1,2,0,2,1,,1,0,,1,2,3,1
408,Asian,Asian,Eskimo,Aleut,,,Aleut,,2,2,1,1,2,1,2,1,,2,0,,,0,2,1
531,Asian,Asian,Eskimo,Aleut,,,Aleut,2,2,2,2,1,2,1,3,3,0,1,0,,1,1,1,0
1186,Asian,Asian,Eskimo,Aleut,,,Aleut,3,3,2,1,1,2,3,3,1,,2,0,,1,2,2,1
1187,Asian,Asian,Eskimo,Aleut,,,Aleut,1,3,3,2,1,,0,1,1,,1,0,,2,0,,0
1188,Asian,Asian,Eskimo,Aleut,,,Aleut,,1,1,2,1,2,,4,1,,1,0,,1,0,1,0
1189,Asian,Asian,Eskimo,Aleut,,,Aleut,,2,2,,,,,,,,,0,,1,,1,
1190,Asian,Asian,Eskimo,Aleut,,,Aleut,,,,,,,0,2,3,,,,,2,1,,
1191,Asian,Asian,Eskimo,Aleut,,,Aleut,1,2,2,1,2,2,,,3,,2,,,1,1,1,0
1192,Asian,Asian,Eskimo,Aleut,,,Aleut,2,2,1,1,2,2,0,2,2,0,2,0,,1,1,2,0
1193,Asian,Asian,Eskimo,Aleut,,,Aleut,1,2,1,1,2,2,0,2,1,0,2,0,,1,1,1,0
1194,Asian,Asian,Eskimo,Aleut,,,Aleut,2,2,2,1,2,2,1,2,2,0,2,0,,0,1,2,0
1195,Asian,Asian,Eskimo,Aleut,,,Aleut,2,1,2,1,2,2,,,1,,2,,,1,2,2,0
1196,Asian,Asian,Eskimo,Aleut,,,Aleut,,2,2,,,,1,,1,,,,,2,2,1,
1197,Asian,Asian,Eskimo,Aleut,,,Aleut,,2,1,,,,,,1,,2,1,,,2,1,
1198,Asian,Asian,Eskimo,Aleut,,,Aleut,,1,2,,1,2,1,1,1,,1,0,,2,,1,0
1199,Asian,Asian,Eskimo,Aleut,,,Aleut,3,1,2,0,1,,0,,1,,1,0,,1,0,,0
1200,Asian,Asian,Eskimo,Aleut,,,Aleut,,2,2,1,1,2,3,2,2,,1,0,,,,,
1201,Asian,Asian,Eskimo,Aleut,,,Aleut,2,1,2,2,1,2,2,3,2,0,1,,,,,,
1202,Asian,Asian,Eskimo,Aleut,,,Aleut,2,1,2,1,1,2,1,2,2,,2,0,,1,0,1,0
1203,Asian,Asian,Eskimo,Aleut,,,Aleut,,2,2,1,1,2,0,,1,,1,0,,1,0,2,0
1204,Asian,Asian,Eskimo,Aleut,,,Aleut,,,2,1,,,0,1,2,,1,0,,1,0,2,0
1205,Asian,Asian,Eskimo,Aleut,,,Aleut,3,1,3,1,1,2,1,2,2,1,1,0,,0,0,3,0
1206,Asian,Asian,Eskimo,Aleut,,,Aleut,2,2,2,2,1,3,1,2,1,0,1,0,,1,2,2,0
1207,Asian,Asian,Eskimo,Aleut,,,Aleut,2,3,2,2,1,2,0,2,2,0,2,0,,1,1,1,0
1208,Asian,Asian,Eskimo,Aleut,,,Aleut,2,2,3,1,2,2,3,3,2,0,1,0,,1,2,1,1
1209,Asian,Asian,Eskimo,Aleut,,,Aleut,,1,2,0,1,,3,2,3,,1,0,,1,1,1,0
1211,Asian,Asian,Eskimo,Aleut,,,Aleut,3,4,1,0,1,2,4,2,3,0,2,0,,2,2,3,1
1212,Asian,Asian,Eskimo,Aleut,,,Aleut,,,2,,,,,1,3,,2,,,,,2,
1213,Asian,Asian,Eskimo,Aleut,,,Aleut,2,3,1,1,1,2,0,2,2,,2,0,,,0,1,1
1214,Asian,Asian,Eskimo,Aleut,,,Aleut,,3,1,2,2,2,4,2,1,,1,0,,1,2,1,0
1215,Asian,Asian,Eskimo,Aleut,,,Aleut,1,3,2,0,2,2,1,3,1,0,1,,,2,2,2,2
1216,Asian,Asian,Eskimo,Aleut,,,Aleut,,2,1,1,2,2,4,2,1,,1,0,,1,2,1,1
